Event 138713478,,,,,
Event 138713434,1.73197,,,,
Event 138713510,-1.42225,,,,
Event 138713494,,,,,
Event 138713500,,,,,
Event 138713486,,,,,
Event 138713531,,,,,
Event 138713534,,,,,
Event 138713516,-2.28015,,,,
Event 138713446,,,,,
Event 138713513,,,,,
Event 138713537,,,,,
Event 138713427,,,,,
Event 138713544,,,,,
Event 138713551,,,,,
Event 138713496,,,,,
Event 138713514,,,,,
Event 138713569,2.74086,,,,
Event 138713532,2.91826,,,,
Event 138713565,,,,,
Event 138713567,-1.82943,,,,
Event 138713580,,,,,
Event 138713581,,,,,
Event 138713558,,,,,
Event 138713572,,,,,
Event 138713539,2.96123,,,,
Event 138713573,,,,,
Event 138713546,,,,,
Event 138713582,-2.97427,,,,
Event 138713598,,,,,
Event 138713605,,,,,
Event 138713590,,,,,
Event 138713612,,,,,
Event 138713594,,,,,
Event 138713639,1.37087,,,,
Event 138713583,1.8596,,,,
Event 138713634,,,,,
Event 138713653,,,,,
Event 138713628,,,,,
Event 138713629,,,,,
Event 138713610,,,,,
Event 138713604,,,,,
Event 138713680,,,,,
Event 138713658,,,,,
Event 138713686,,,,,
Event 138713615,,,,,
Event 138713664,,,,,
Event 138713657,,,,,
Event 138713682,,,,,
Event 138713713,,,,,
Event 138713725,,,,,
Event 138713720,,,,,
Event 138713645,,,,,
Event 138713711,0.719431,,,,
Event 138713676,,,,,
Event 138713741,,,,,
Event 138713755,,,,,
Event 138713693,,,,,
Event 138713788,0.791651,,,,
Event 138713753,-0.222291,,,,
Event 138713732,,,,,
Event 138713779,,,,,
Event 138713775,,,,,
Event 138713737,,,,,
Event 138713756,,,,,
Event 138713697,,,,,
Event 138713800,,,,,
Event 138713747,-2.53801,,,,
Event 138713759,-0.917124,,,,
Event 138713828,,,,,
Event 138713845,,,,,
Event 138713816,,,,,
Event 138713826,,,,,
Event 138713843,,,,,
Event 138713811,,,,,
Event 138713782,,,,,
Event 138713760,,,,,
Event 138713852,,,,,
Event 138713855,,,,,
Event 138713869,2.72902,,,,
Event 138713870,,,,,
Event 138713862,,,,,
Event 138713872,-0.206134,,,,
Event 138713889,,,,,
Event 138713859,,,,,
Event 138713832,-1.31243,,,,
Event 138713837,,,,,
Event 138713888,-1.49588,,,,
Event 138713873,0.886922,,,,
Event 138713874,,,,,
Event 138713892,,,,,
Event 138713901,,,,,
Event 138713729,-2.51961,,,,
Event 138713909,,,,,
Event 138713903,,,,,
Event 138713912,,,,,
Event 138713880,,,,,
Event 138713896,,,,,
Event 138713914,,,,,
Event 138713928,,,,,
Event 138713918,,,,,
Event 138713945,,,,,
Event 138713931,1.83024,,,,
Event 138713934,,,,,
Event 138713879,-0.651765,,,,
Event 138713955,,,,,
Event 138713966,,,,,
Event 138713968,,,,,
Event 138713973,,,,,
Event 138713940,,,,,
Event 138713963,,,,,
Event 138713829,,,,,
Event 138713916,-0.0280493,,,,
Event 138713982,,,,,
Event 138713992,,,,,
Event 138714045,,,,,
Event 138714022,,,,,
Event 138714001,,,,,
Event 138713986,0.980851,,,,
Event 138714027,,,,,
Event 138714035,,,,,
Event 138714043,,,,,
Event 138714072,,,,,
Event 138714018,,,,,
Event 138714068,,,,,
Event 138714069,2.20766,,,,
Event 138714070,2.53774,,,,
Event 138713972,,,,,
Event 138714084,,,,,
Event 138714053,-2.11526,,,,
Event 138714083,,,,,
Event 138714111,,,,,
Event 138713993,,,,,
Event 138714058,,,,,
Event 138714114,,,,,
Event 138714085,,,,,
Event 138714110,,,,,
Event 138714076,,,,,
Event 138714124,,,,,
Event 138714120,,,,,
Event 138714113,,,,,
Event 138714026,0.25121,,,,
Event 138714145,2.55971,,,,
Event 138714138,,,,,
Event 138714146,,,,,
Event 138714136,1.33473,,,,
Event 138714152,,,,,
Event 138714155,,,,,
Event 138714143,1.22649,,,,
Event 138714172,,,,,
Event 138714144,-0.00971241,,,,
Event 138714153,-2.53583,,,,
Event 138714199,1.90589,,,,
Event 138714162,,,,,
Event 138714200,,,,,
Event 138714154,,,,,
Event 138714194,,,,,
Event 138714128,,,,,
Event 138714151,,,,,
Event 138714234,0.363192,,,,
Event 138714195,,,,,
Event 138714227,,,,,
Event 138714245,,,,,
Event 138714206,-0.722379,,,,
Event 138714263,,,,,
Event 138714239,,,,,
Event 138714273,,,,,
Event 138714287,1.46608,,,,
Event 138714253,,,,,
Event 138714309,,,,,
Event 138714333,,,,,
Event 138714223,,,,,
Event 138714259,,,,,
Event 138714305,,,,,
Event 138714265,,,,,
Event 138714246,2.64571,,,,
Event 138714320,3.09893,,,,
Event 138714292,,,,,
Event 138714344,,,,,
Event 138714313,-0.32111,,,,
Event 138714341,,,,,
Event 138714312,,,,,
Event 138714357,,,,,
Event 138714340,,,,,
Event 138714343,,,,,
Event 138714311,-1.42486,,,,
Event 138714390,,,,,
Event 138714388,,,,,
Event 138714348,,,,,
Event 138714362,-1.16935,,,,
Event 138714395,,,,,
Event 138714403,,,,,
Event 138714369,,,,,
Event 138714392,,,,,
Event 138714414,,,,,
Event 138714380,,,,,
Event 138714404,0.0911901,,,,
Event 138714444,,,,,
Event 138714427,,,,,
Event 138714425,,,,,
Event 138714391,,,,,
Event 138714430,,,,,
Event 138714443,,,,,
Event 138714431,-2.34059,,,,
Event 138714481,,,,,
Event 138714456,1.00901,,,,
Event 138714473,,,,,
Event 138714500,,,,,
Event 138714400,-2.5338,,,,
Event 138714441,2.20561,,,,
Event 138714477,,,,,
Event 138714466,3.01411,,,,
Event 138714508,,,,,
Event 138714356,,,,,
Event 138714505,,,,,
Event 138714421,,,,,
Event 138714539,,,,,
Event 138714521,,,,,
Event 138714528,,,,,
Event 138714498,,,,,
Event 138714526,,,,,
Event 138714509,,,,,
Event 138714489,,,,,
Event 138714518,,,,,
Event 138714565,,,,,
Event 138714529,,,,,
Event 138714579,,,,,
Event 138714540,,,,,
Event 138714531,,,,,
Event 138714584,,,,,
Event 138714555,,,,,
Event 138714558,1.38943,,,,
Event 138714585,,,,,
Event 138714582,,,,,
Event 138714576,,,,,
Event 138714562,2.36837,,,,
Event 138714610,-2.79053,,,,
Event 138714609,,,,,
Event 138714597,0.744713,,,,
Event 138714544,,,,,
Event 138714590,,,,,
Event 138714622,,,,,
Event 138714598,1.2838,,,,
Event 138714616,-2.1215,,,,
Event 138714593,2.59181,,,,
Event 138714629,,,,,
Event 138714615,,,,,
Event 138714573,1.45972,,,,
Event 138714618,,,,,
Event 138714631,-0.538852,,,,
Event 138714569,,,,,
Event 138714627,,,,,
Event 138714680,-2.53901,,,,
Event 138714642,2.26137,,,,
Event 138714644,,,,,
Event 138714667,,,,,
Event 138714649,,,,,
Event 138714643,,,,,
Event 138714665,2.94769,,,,
Event 138714683,-1.97834,,,,
Event 138714682,,,,,
Event 138714706,,,,,
Event 138714641,,,,,
Event 138714693,,,,,
Event 138714730,,,,,
Event 138714714,,,,,
Event 138714681,,,,,
Event 138714735,,,,,
Event 138714687,,,,,
Event 138714721,,,,,
Event 138714727,,,,,
Event 138714720,,,,,
Event 138714742,-1.16325,,,,
Event 138714737,-2.45246,,,,
Event 138714736,2.878,,,,
Event 138714725,,,,,
Event 138714743,,,,,
Event 138714701,-1.51413,,,,
Event 138714765,,,,,
Event 138714748,,,,,
Event 138714750,,,,,
Event 138714739,,,,,
Event 138714770,-0.0884259,,,,
Event 138714779,,,,,
Event 138714768,,,,,
Event 138714759,,,,,
Event 138714752,,,,,
Event 138714787,-0.531765,,,,
Event 138714802,,,,,
Event 138714757,,,,,
Event 138714793,1.21762,,,,
Event 138714824,,,,,
Event 138714808,2.13186,,,,
Event 138714792,,,,,
Event 138714814,-2.24976,,,,
Event 138714819,1.93058,,,,
Event 138714822,,,,,
Event 138714827,,,,,
Event 138714815,,,,,
Event 138714812,,,,,
Event 138714826,,,,,
Event 138714755,0.813103,,,,
Event 138714825,2.26026,,,,
Event 138714831,,,,,
Event 138714845,2.06867,,,,
Event 138714799,,,,,
Event 138714844,,,,,
Event 138714851,1.7659,,,,
Event 138714857,,,,,
Event 138714852,,,,,
Event 138714861,-0.542416,,,,
Event 138714873,-3.06564,,,,
Event 138714850,,,,,
Event 138714894,,,,,
Event 138714869,,,,,
Event 138714882,,,,,
Event 138714876,0.19556,,,,
Event 138714887,,,,,
Event 138714908,-1.57418,,,,
Event 138714885,,,,,
Event 138714867,,,,,
Event 138714881,2.55745,,,,
Event 138714896,0.0788209,,,,
Event 138714913,,,,,
Event 138714919,,,,,
Event 138714934,,,,,
Event 138714937,1.32473,,,,
Event 138714931,,,,,
Event 138714933,,,,,
Event 138714952,,,,,
Event 138714895,-1.16975,,,,
Event 138714938,-1.58831,,,,
Event 138714943,,,,,
Event 138714963,-0.63014,,,,
Event 138714978,,,,,
Event 138715000,2.67326,,,,
Event 138714966,,,,,
Event 138714917,,,,,
Event 138714992,,,,,
Event 138714990,,,,,
Event 138714941,,,,,
Event 138715016,,,,,
Event 138715006,,,,,
Event 138715004,,,,,
Event 138715001,0.727351,,,,
Event 138715025,-2.53261,,,,
Event 138715020,,,,,
Event 138715003,,,,,
Event 138714970,,,,,
Event 138715007,,,,,
Event 138715049,-2.31545,,,,
Event 138715058,0.28691,,,,
Event 138715019,,,,,
Event 138715026,,,,,
Event 138715060,2.17758,,,,
Event 138715052,1.73317,,,,
Event 138715012,-1.3263,,,,
Event 138715035,,,,,
Event 138715061,,,,,
Event 138715070,,,,,
Event 138715062,,,,,
Event 138715082,,,,,
Event 138715057,,,,,
Event 138715048,,,,,
Event 138715065,,,,,
Event 138715095,-1.44505,,,,
Event 138715073,,,,,
Event 138715068,,,,,
Event 138715094,,,,,
Event 138715102,1.33277,,,,
Event 138715090,,,,,
Event 138715116,-0.662202,,,,
Event 138715112,,,,,
Event 138715053,,,,,
Event 138715081,,,,,
Event 138715108,,,,,
Event 138715113,-1.06404,,,,
Event 138715119,,,,,
Event 138715083,-1.04275,,,,
Event 138715146,,,,,
Event 138715123,,,,,
Event 138715143,,,,,
Event 138715128,-1.23343,,,,
Event 138715130,,,,,
Event 138715118,,,,,
Event 138715154,,,,,
Event 138715157,,,,,
Event 138715151,,,,,
Event 138715132,-2.38053,,,,
Event 138715139,,,,,
Event 138715147,-0.760704,,,,
Event 138715192,-2.46072,,,,
Event 138715175,,,,,
Event 138715178,,,,,
Event 138715131,,,,,
Event 138715150,,,,,
Event 138715197,,,,,
Event 138715160,,,,,
Event 138715162,,,,,
Event 138715189,,,,,
Event 138715184,,,,,
Event 138715193,,,,,
Event 138715198,3.07117,,,,
Event 138715212,,,,,
Event 138715227,,,,,
Event 138715235,,,,,
Event 138715223,,,,,
Event 138715213,,,,,
Event 138715248,3.06532,,,,
Event 138715233,,,,,
Event 138715249,,,,,
Event 138715239,,,,,
Event 138715215,,,,,
Event 138715257,,,,,
Event 138715260,,,,,
Event 138715272,-0.285726,,,,
Event 138715269,,,,,
Event 138715273,,,,,
Event 138715266,,,,,
Event 138715229,,,,,
Event 138715292,1.88763,,,,
Event 138715296,1.63503,,,,
Event 138715313,,,,,
Event 138715286,,,,,
Event 138715283,2.82269,,,,
Event 138715303,-0.564074,,,,
Event 138715318,,,,,
Event 138715315,,,,,
Event 138715350,,,,,
Event 138715325,,,,,
Event 138715332,,,,,
Event 138715367,,,,,
Event 138715319,,,,,
Event 138715320,,,,,
Event 138715382,,,,,
Event 138715360,,,,,
Event 138715381,,,,,
Event 138715368,,,,,
Event 138715388,,,,,
Event 138715293,,,,,
Event 138715392,,,,,
Event 138715429,,,,,
Event 138715419,,,,,
Event 138715432,,,,,
Event 138715424,,,,,
Event 138715387,-2.73236,,,,
Event 138715447,,,,,
Event 138715335,0.843016,,,,
Event 138715436,,,,,
Event 138715383,,,,,
Event 138715410,,,,,
Event 138715430,,,,,
Event 138715439,,,,,
Event 138715452,,,,,
Event 138715435,,,,,
Event 138715463,-1.49051,,,,
Event 138715431,,,,,
Event 138715453,,,,,
Event 138715503,2.72455,,,,
Event 138715481,0.708077,,,,
Event 138715474,,,,,
Event 138715518,,,,,
Event 138715498,,,,,
Event 138715512,,,,,
Event 138715527,,,,,
Event 138715471,,,,,
Event 138715466,-1.07519,,,,
Event 138715523,-0.247631,,,,
Event 138715533,2.20091,,,,
Event 138715544,,,,,
Event 138715555,,,,,
Event 138715560,,,,,
Event 138715535,-0.937114,,,,
Event 138715558,-1.28945,,,,
Event 138715566,,,,,
Event 138715458,,,,,
Event 138715556,,,,,
Event 138715534,,,,,
Event 138715563,-1.83899,,,,
Event 138715572,,,,,
Event 138715552,,,,,
Event 138715478,,,,,
Event 138715577,,,,,
Event 138715564,,,,,
Event 138715587,,,,,
Event 138715606,,,,,
Event 138715567,,,,,
Event 138715585,,,,,
Event 138715603,,,,,
Event 138715537,,,,,
Event 138715600,,,,,
Event 138715626,,,,,
Event 138715618,1.86182,,,,
Event 138715602,,,,,
Event 138715631,,,,,
Event 138715574,,,,,
Event 138715622,-1.04836,,,,
Event 138715635,,,,,
Event 138715638,,,,,
Event 138715637,,,,,
Event 138715613,,,,,
Event 138715644,,,,,
Event 138715641,,,,,
Event 138715608,,,,,
Event 138715645,,,,,
Event 138715660,-2.02599,,,,
Event 138715647,-0.705456,,,,
Event 138715657,0.055087,,,,
Event 138715665,,,,,
Event 138715672,,,,,
Event 138715648,,,,,
Event 138715653,,,,,
Event 138715667,,,,,
Event 138715673,,,,,
Event 138715677,,,,,
Event 138715680,,,,,
Event 138715646,,,,,
Event 138715633,,,,,
Event 138715699,,,,,
Event 138715674,-1.61976,,,,
Event 138715708,,,,,
Event 138715706,-2.64468,,,,
Event 138715702,,,,,
Event 138715686,-1.93461,,,,
Event 138715721,,,,,
Event 138715707,,,,,
Event 138715724,,,,,
Event 138715711,-0.0205353,,,,
Event 138715738,,,,,
Event 138715723,,,,,
Event 138715752,,,,,
Event 138715726,,,,,
Event 138715739,,,,,
Event 138715740,,,,,
Event 138715744,,,,,
Event 138715762,,,,,
Event 138715712,,,,,
Event 138715747,1.07938,,,,
Event 138715760,,,,,
Event 138715732,,,,,
Event 138715791,,,,,
Event 138715783,,,,,
Event 138715777,,,,,
Event 138715805,2.32214,,,,
Event 138715755,,,,,
Event 138715759,0.00138885,,,,
Event 138715810,,,,,
Event 138715808,,,,,
Event 138715827,,,,,
Event 138715794,,,,,
Event 138715811,,,,,
Event 138715809,-2.12516,,,,
Event 138715824,,,,,
Event 138715796,,,,,
Event 138715860,,,,,
Event 138715750,,,,,
Event 138715859,,,,,
Event 138715826,,,,,
Event 138715867,,,,,
Event 138715864,,,,,
Event 138715773,,,,,
Event 138715788,,,,,
Event 138715873,,,,,
Event 138715869,,,,,
Event 138715858,,,,,
Event 138715884,,,,,
Event 138715894,,,,,
Event 138715782,-1.60493,,,,
Event 138715863,,,,,
Event 138715886,,,,,
Event 138715878,,,,,
Event 138715903,,,,,
Event 138715910,,,,,
Event 138715895,,,,,
Event 138715904,,,,,
Event 138715920,,,,,
Event 138715818,2.72532,,,,
Event 138715913,,,,,
Event 138715888,,,,,
Event 138715881,,,,,
Event 138715923,,,,,
Event 138715947,,,,,
Event 138715909,,,,,
Event 138715906,,,,,
Event 138715918,,,,,
Event 138715958,,,,,
Event 138715932,,,,,
Event 138715969,,,,,
Event 138715928,,,,,
Event 138715959,,,,,
Event 138715921,3.11467,,,,
Event 138715963,,,,,
Event 138715980,,,,,
Event 138715938,,,,,
Event 138715993,-2.83098,,,,
Event 138715943,,,,,
Event 138715972,,,,,
Event 138716010,,,,,
Event 138715914,,,,,
Event 138716017,,,,,
Event 138715939,,,,,
Event 138716027,,,,,
Event 138716016,,,,,
Event 138715979,,,,,
Event 138716006,-0.67572,,,,
Event 138716028,,,,,
Event 138716007,,,,,
Event 138716048,,,,,
Event 138716029,,,,,
Event 138716072,0.442766,,,,
Event 138716038,,,,,
Event 138716063,,,,,
Event 138716049,,,,,
Event 138716076,-1.73534,,,,
Event 138716056,,,,,
Event 138716071,,,,,
Event 138715949,2.53622,,,,
Event 138716094,,,,,
Event 138716088,3.00463,,,,
Event 138716108,,,,,
Event 138715967,,,,,
Event 138716091,,,,,
Event 138716066,,,,,
Event 138716089,,,,,
Event 138716115,,,,,
Event 138716123,,,,,
Event 138716090,,,,,
Event 138716119,,,,,
Event 138716129,,,,,
Event 138716130,,,,,
Event 138716103,,,,,
Event 138716118,,,,,
Event 138716087,,,,,
Event 138716121,-1.91664,,,,
Event 138716114,,,,,
Event 138716142,,,,,
Event 138716150,-2.92457,,,,
Event 138716112,,,,,
Event 138716163,,,,,
Event 138716152,-0.75199,,,,
Event 138716157,,,,,
Event 138716156,,,,,
Event 138716146,,,,,
Event 138716124,,,,,
Event 138716167,,,,,
Event 138716213,,,,,
Event 138716187,,,,,
Event 138716192,,,,,
Event 138716215,,,,,
Event 138716220,,,,,
Event 138716229,,,,,
Event 138716206,,,,,
Event 138716132,,,,,
Event 138716235,,,,,
Event 138716245,,,,,
Event 138716200,,,,,
Event 138716186,,,,,
Event 138716177,2.81106,,,,
Event 138716254,,,,,
Event 138716172,,,,,
Event 138716237,,,,,
Event 138716257,2.11046,,,,
Event 138716221,-1.61993,,,,
Event 138716234,,,,,
Event 138716251,-2.54862,,,,
Event 138716232,1.13721,,,,
Event 138716253,,,,,
Event 138716256,,,,,
Event 138716208,-1.7018,,,,
Event 138716252,0.859785,,,,
Event 138716259,-0.526788,,,,
Event 138716270,,,,,
Event 138716273,,,,,
Event 138716286,,,,,
Event 138716276,,,,,
Event 138716272,,,,,
Event 138716287,-0.126965,,,,
Event 138716306,,,,,
Event 138716228,1.39696,,,,
Event 138716303,,,,,
Event 138716260,,,,,
Event 138716267,,,,,
Event 138716302,1.00987,,,,
Event 138716285,,,,,
Event 138716348,,,,,
Event 138716307,-1.39917,,,,
Event 138716319,,,,,
Event 138716313,-0.820951,,,,
Event 138716318,,,,,
Event 138716288,,,,,
Event 138716275,,,,,
Event 138716340,,,,,
Event 138716362,,,,,
Event 138716328,,,,,
Event 138716370,-1.75839,,,,
Event 138716352,,,,,
Event 138716388,,,,,
Event 138716387,,,,,
Event 138716327,,,,,
Event 138716365,,,,,
Event 138716323,,,,,
Event 138716375,,,,,
Event 138716381,,,,,
Event 138716398,,,,,
Event 138716347,,,,,
Event 138716399,,,,,
Event 138716389,,,,,
Event 138716431,,,,,
Event 138716397,,,,,
Event 138716390,0.332824,,,,
Event 138716409,,,,,
Event 138716427,0.866338,,,,
Event 138716378,-1.39955,,,,
Event 138716436,-0.810162,,,,
Event 138716413,,,,,
Event 138716440,,,,,
Event 138716449,,,,,
Event 138716377,,,,,
Event 138716454,,,,,
Event 138716447,,,,,
Event 138716469,,,,,
Event 138716452,,,,,
Event 138716492,,,,,
Event 138716441,,,,,
Event 138716495,,,,,
Event 138716493,2.47771,,,,
Event 138716490,,,,,
Event 138716494,,,,,
Event 138716395,,,,,
Event 138716456,,,,,
Event 138716488,2.58002,,,,
Event 138716518,-3.13535,,,,
Event 138716479,-1.48227,,,,
Event 138716496,-1.79247,,,,
Event 138716513,,,,,
Event 138716499,-2.52983,,,,
Event 138716524,,,,,
Event 138716498,,,,,
Event 138716508,,,,,
Event 138716445,-0.468035,,,,
Event 138716530,-0.871751,,,,
Event 138716532,,,,,
Event 138716562,1.49661,,,,
Event 138716543,,,,,
Event 138716533,,,,,
Event 138716560,-0.318616,,,,
Event 138716569,,,,,
Event 138716545,0.422835,,,,
Event 138716576,,,,,
Event 138716580,,,,,
Event 138716544,,,,,
Event 138716585,,,,,
Event 138716579,,,,,
Event 138716583,,,,,
Event 138716606,,,,,
Event 138716623,,,,,
Event 138716602,,,,,
Event 138716536,,,,,
Event 138716624,,,,,
Event 138716598,,,,,
Event 138716600,,,,,
Event 138716613,0.928543,,,,
Event 138716547,-0.819713,,,,
Event 138716638,,,,,
Event 138716669,,,,,
Event 138716670,,,,,
Event 138716661,2.5037,,,,
Event 138716674,,,,,
Event 138716677,,,,,
Event 138716671,,,,,
Event 138716672,,,,,
Event 138716682,,,,,
Event 138716650,2.46124,,,,
Event 138716680,,,,,
Event 138716697,,,,,
Event 138716692,,,,,
Event 138716710,0.388496,,,,
Event 138716655,,,,,
Event 138716681,,,,,
Event 138716737,,,,,
Event 138716627,,,,,
Event 138716730,,,,,
Event 138716718,,,,,
Event 138716723,,,,,
Event 138716758,,,,,
Event 138716748,,,,,
Event 138716760,,,,,
Event 138716751,,,,,
Event 138716754,,,,,
Event 138716769,0.585695,,,,
Event 138716786,2.52272,,,,
Event 138716762,,,,,
Event 138716803,,,,,
Event 138716787,0.218754,,,,
Event 138716807,,,,,
Event 138716791,-0.35861,,,,
Event 138716789,0.65556,,,,
Event 138716776,2.51951,,,,
Event 138716813,,,,,
Event 138716795,,,,,
Event 138716818,,,,,
Event 138716827,-1.07379,,,,
Event 138716833,,,,,
Event 138716701,-2.82651,,,,
Event 138716826,,,,,
Event 138716832,,,,,
Event 138716845,,,,,
Event 138716823,0.228078,,,,
Event 138716815,,,,,
Event 138716839,,,,,
Event 138716820,-1.36,,,,
Event 138716828,,,,,
Event 138716861,,,,,
Event 138716852,,,,,
Event 138716863,0.903804,,,,
Event 138716874,,,,,
Event 138716856,,,,,
Event 138716872,,,,,
Event 138716880,,,,,
Event 138716870,,,,,
Event 138716836,-0.252529,,,,
